comments,N,lang,comment_in_english
Thks,1,estonian,Thks
"정말 좋은 숙소입니다. 머무는 동안 내가 파리에서 살고 있는 것 같은 느낌을 받았어요. 깨끗하고 예쁘고 고풍스러운 방입니다.
개선문을 걸어서 보러 다닐 수 있을 만큼 가깝고, 일정을 마치고 숙소로 돌아갈때 또한 개선문쪽 지하철 역을 통해서 돌아가는 것이 좋습니다, 특히 밤에는요! 그 길이 큰길이라 늦은 밤에도 사람이나 차가 꽤 있어서 안전하거든요.",1,estonian,"A really good place to stay. During the stay I lived in Paris to feel like you have received. Clean and pretty and quaint.
You can walk but be as close to the schedule, and the perfect place to return to then also improve because West subway station through the back that is a good idea, especially at night! Its length is large this late in the night people or the car is pretty in a safe."
"非常喜欢Charles的房间,是一个位于九区的私人住宅院落里~诚实的讲mini的电梯和圆弧型的楼梯间,古旧的房门都在第一时间带给了我们新鲜感~在熟悉之后,C的房子附近有很多好吃的餐厅,还有家乐福就在楼下~去每个景点或者老佛爷都很近,10mins的步行距离吧｡唯一不好的是只有一间卧室,若是六人都同时入住的话,稍显拥挤,有两张沙发床~其他都非常棒!",1,estonian,"Very like Charles room,located in the ninth area in the private residential courtyard in the~and to be honest the mini lift and the arc of the stairwell,the old door are in the first time to bring us the fresh sense~in a familiar,C. near the house there are many delicious restaurants,there's Carrefour just downstairs to go to each attraction or Galeries Lafayette are close by,10mins walking distance from the bar area. The only bad is only one bedroom,if six people are staying in,slightly cramped,with two double sofa bed to the other are very good!"
Rad little room.,1,estonian,Rad little room.
Splendid!,1,estonian,Splendid!
All o.k. Thanks su,1,estonian,All o.k. Thanks su
"Week-end agréable .
",1,estonian,"Pleasant weekend .
"
Beautiful neighborhood!!! A must visit!!!,1,estonian,Beautiful neighborhood!!! A must visit!!!
Belle sejour!,1,estonian,Beautiful residence!
"Olga的公寓就在凯旋门和香榭丽大街边上,步行一会就到了,地理位置极其好!房间和描述的完全一致,洗衣机厨房卫浴设施一应俱全,房间装饰很好,双人床和沙发床都非常舒适!Olga是为人热情真诚的非常好的房东,她及时回复我的所有信息,给我最好最有帮助的建议,我们在公寓的每一天真的都很快乐,再次感谢Olga,非常感谢!",1,estonian,"Olga's apartment is right in the Arc de Triomphe and the Champs Elysees on the edge,walking A went to the,the geographical position is extremely good! The room and described exactly the same,washing machine kitchen and bathroom facilities,the room decor was good,double bed and sofa bed are very comfortable! Olga is for the warm and sincere very good landlord,she reply promptly to all of my information,gave me the best most helpful advice that we in the apartment of each of the naive are very happy,thanks again Olga,thank you very much!"
"개선문 에뚜왈역 코앞이라 지하철, rer이용이 너무너무 편했어요!
9시쯤 늦게 도착했는데 호스트 olga가 친절히 맞아주고 안내해주었어용
아파트 보안도 이중으로 되어있어 안전했구요
엄마가 추위를 많이 타서 걱정했는데
난방, 온수 너무 좋았습니다~
담에도 파리 올때 다시 이용하고 싶어요^^",1,estonian,"Arc Etoile station, around the corner, Metro, rer this is too easy.
9 p.m. arrived late but the host olga is a family friendly and guide was use
Apartment security also double as a Been was safe.
Mom on the boat that was supposed to care
Heating, hot water was good too.~
Fence in Paris, and then again wanted to use^^"
"Olga, 人超级超级好",1,estonian,"Olga, 人超级超级好"
"非常好的地理位置,楼下各种餐厅,卢浮宫､老佛爷都可30min内步行到达｡非常满意这里,如果下次来巴黎,也许还会选择｡",1,estonian,"Very good location,downstairs a variety of restaurants,the Louvre, and the Galeries Lafayette are within 30min walking distance from the apartment. Very satisfied here,if the next time to Paris,perhaps will also choose area."
여기서 10일동안 머물렀습니다. 숙소주변은 매우 안전하고 숙소도 매우매우 깔끔했어요! 치안 매우 굿굿 마트 바로 집앞에 진짜 30초? 거리에 있어요 매우 굿. 근데 주요 관광지랑 거리가 쫌 있는데 메트로랑 버스 가까워서 괜찮앗어요. 그리고 이호스트 가족이 운영하는 레스토랑 잇는데 가격도 매우 굿이고 맛도 매우굿 마지막날 갓는데 진짜 여기 두번 올껄하고 매우 아쉬웟음 ㅠㅠ,1,estonian,"Here from 10 days in Cambodia. The hostel area is very safe and the hostel is also very very tidy! Policing is a very nice Wall set in front of a real 30 seconds? There are very good. Close to the main tourist restaurant street, we hired there with a bus close to fine seeds. And this host family-run restaurant after another but the price is also very good and taste is also very good the last day freshly it real here twice to come talk to and very very comprehensive beauty ㅠㅠ"
"이곳에 숙소를 정한것은 정말 최고의 선택이었어요. 위치도 샹젤리제와 가깝고, 집안의 모든 것들이 굉장히 앤틱스러워 아주 멋진곳이었어요.
호스트 Soline씨는 영어가 유창한 프랑스 분이셨고, 일처리가 아주 깔끔하시고 완벽했어요.
다음 파리올때도 꼭 다시 머물고싶은곳예요.
전 괜찮았지만 더위를 너무 많이 타는 분이라면 좀 더울수도 있겠지만 유럽의 여름 날씨는 선풍기만으로도 아직은 괜찮은것같아요.
너무 멋진 파리지앵의 경험이었습니다!!",1,estonian,"This is the perfect place for it is really the best choice. Location the Champs Elysees and close to the house, everything is very antique, but very cool place.
Host Soline Mr. English, fluent French, she, looks very neat and perfect.
Then in Paris I also come again to stay and I'm here.
Before I was fine but more for too much time if more you might be, but Europe's summer weather fan, but still decent.
So wonderful Parisian experience!!"
"住的地方离铁塔很近,而且楼下就有一家很不错的法式餐厅,David 为我们提供了很详细的路线,房子里面东西齐全,性价比相当高,建议去巴黎的伙伴们住这里",1,estonian,"A place to live away from the tower very close,and downstairs there is a very good French restaurant,David provides us with a very detailed route,inside the house things complete,the cost performance is quite high,suggest to go to Paris partners live here."
있을거 다 있어서 좋았어요 호스트인 mike도 친절했구요~ 끈뗴 뼤뜨뻐끄 있어서 깥이 온 칭9 따리에 뭐났어여 ㅎㅎ,1,estonian,"You can then have the host, mike, help was friendly and helpful~ string 뗴 뼤 down the happy slide in 깥 comes Call 9 depending on what was by ㅎㅎ"
"首先房子的位置非常好,走路去卢浮宫只要8分钟左右,走路去les hall地铁站只要5分钟左右,走路到巴黎圣母院20十几分钟,离主干道有几十米,车很少所以非常安静!周围有各种商店可以买到各种你需要的东西,治安非常好｡其次房间非常好用,所有功能齐全,厨房浴室咖啡机电熨斗微波炉……,总之你日常所需的所有东西几乎都可以在这个不算太小的房间里找到,空间比你想象中大很多,布局合理,我是一个人住,我觉得即便有两个人这里也会非常宽敞,性价比超高!只是你能否订到你需要的日期,从可预定的状态看,这个公寓非常抢手,如果你想体验巴黎人的生活,而且所需日期空闲,那么就订在这里,我保证你不会失望｡Mike人很好,很及时认真地回复我的各种问题,很热爱生活｡我是第一次使用这个软件订房间并且还是在国外,因为没有信用卡没办法住酒店,但是这个公寓的体验超越大部分酒店,谢谢Mike的房间让我在这个浪漫的城市有一个难忘的回忆｡",1,estonian,"First, the location of the house is very good,walk to the Louvre as long as 8 minutes,walk to les hall subway station just 5 minutes or so,walk to the Notre Dame 20 ten minutes,away from the main road a few tens of meters,the car is very less so very quiet! Around there are various stores you can buy a variety of things you need,the security is very good as well. Secondly the room is very easy to use,all fully functional,kitchen bathroom coffee machine iron microwave......, In short you need daily of all the things almost all can be in this not too small room to find the,space than you imagine in the large lot,the layout is reasonable,I live alone,I think even if there are two people here will be very spacious,cost-effective ultra-high! Just you can order to you need to date,from the predetermined state to see,this apartment is very sought-after,if you want to experience Parisian life,and the desired date is free,then book here,I guarantee you will not be disappointed as well. Mike very good,very timely and careful replies to my various questions,very passionate about life as well. I was the first to use this software a room and or abroad,because there is no credit card unable to stay,but the apartment experience beyond most of the hotel,thanks to Mike's room so I'm in this romantic city to have a memorable night."
Great value. As listed. Great stay.,1,estonian,Great value. As listed. Great stay.
It's just good,1,estonian,It's just good
"Munuel은 매우 친절하며,배려심이 많은,완벽한 호스트입니다!
숙소주변의 슈퍼마켓,빵집,과일가게 그리고 훌륭한 레스토랑의 위치를 상세히 설명해 주었습니다.
문의시마다 답변을 바로 해 주었고,호스트와의 소통은 훌륭합니다.
도착했을때 준비해주신 와인과 빵은 맛있었습니다.감사합니다!
이른체크인과 늦은 체크아웃 또한 배려해 주셔서 매우 감사합니다!

Munuel의 집은 파리지앵의 감성이 곳곳에서 뭍어나오는곳이라서,집안에서도 파리를 느낄수 있어서 너무 좋았습니다.
집안 곳곳의 소품들과 오래된책들과 가구들이 매우 멋집니다.복층구조의 높은 층고도 멋집니다.
집안은 낮에는 햇살이 잘 들어왔으며,히터기계는 따뜻했습니다.
두개의 침대는 매우 편안했으며,침구류들은 포근하고,깨끗했습니다.덕분에 편안히 푹 잘수 있었습니다.
주방에는 요리할수 있는 도구들과 양념들이 잘 구비되어 있어서,언제든 요리를 할수 있습니다.
호스트가 준비해 놓은 커피는 ,매일 아침 즐거움을 선사하였습니다.
숙소의 위치는 매우 훌륭합니다.루브르박물관,노트르담성당,퐁피두센터등의 주요 관광지는 도보로 갈수 있습니다.
편의시설들도 숙소 주변에 많이 있습니다.
Munuel의 집에서 지낼수 있어서,파리 여행이 더 즐겁고 행복한 시간들을 보낼수 있었습니다.다시  파리로 여행오게 된다면,다시 머물고 싶은곳입니다!매우 감사합니다,Manuel!",1,estonian,"Munuel is very friendly and caring,the perfect host!
Accommodation around supermarket,bakery,fruit shop and great location of the restaurant described in detail.
The door of every answer right,the host and the communication is wonderful.
When they arrive in the ready for wine and bread was delicious.Thank you!
Early check-in and late check-out also to thank you very much!

Munuel of the House of Parisian sensibilities in the threads or here in the house,even in Paris, you feel too good.
House of props with old books and furniture were very nice.Mezzanine of higher floors and also wonderful.
The house is the day the sun well came in,and the heater is warm.
Two of the beds was very comfortable,and the bedding is cozy and clean.Thanks to the comfort and were very impressed.
Kitchen cooking tool which can and spice well have been,at any time to do the dishes.
The host prepared coffee ,every morning a pleasure.
The hostel's location is very wonderful.The Louvre Museum,Notre Dame Cathedral,Pompidou Center, etc the main tourist attractions of walking.
Amenities of the accommodation around a lot.
Munuel from the House of Ballin,a trip to Paris more enjoyable and happy time to send.Back to Paris travel. if you again,want to stay here!Thanks very much,Manuel!"
10일동안 묵었는데 구조가 독특하고 예쁘긴했지만 매우 좁고 세명이 연속으로 씻으니까 나중엔 뜨거운물이 멈췄어요 그리고 술먹고 욕실올라가지 마세요 골로갈수도 있어요 물도잘빠지고 좋았지만 세면대가 너무멀어서 세수할때 정말 힘듭니다 아저씨가 친절했지만 휴지는 더안주시더라구요 ㅠ 벌레같은건 없었고 침대가 2인용이라 2인실로쓰기에 적합할 듯 하네요 전반적으로 나쁘진않았으나 불편한점도 없진않네요 나름좋아요!,1,estonian,"10 days was structure is unique and pretty but very narrow and three consecutive wash. later hot water stopped and get drunk and the bathroom out don't gold go to have water .. my dad and was good but the washbasin is too normal in the world when really hard..... uncle was kind, but the rest more during the week if I worm and I had no bed for 2 persons; 2 rooms with writing on the appropriate House. overall not bad, but uncomfortable point no not I I I!"
전체적으로 굉장히 좋은 아늑한 숙소였습니다. 아기자기하게 잘 꾸며놓은 실내에 난방도 따뜻하게 잘 되었구요. 지하철도 굉장히 가까워서 이동하는데에는 큰 문제가 없었습니다. 다만 동네가 18지구 근처고 이민자들이 많은 곳이다보니 조금 위험하다고 느낄 때가 있었습니다. 대신 그래서인지 저렴한 마트가 주변에 매우 많았어요. 전체적으로 만족합니다!,1,estonian,"Overall, very nice and cozy hostel. Beautiful and well appointed-indoor heating also warm as well. The subway is also very close to a move to a big problem. Just the neighborhood of 18 near-Earth and immigrants and more than a little dangerous when you feel. Instead, it's cheap Mart around very much. Totally worth the money!"
"에어비앤비 처음 이용하는 거라 걱정도 많았는데 다행히 좋은 호스트를 만나 순조롭게 지낼 수 있었습니다. 전반적으로 호스트에 대한 만족도가 높았고—너무 부담스럽지 않으면서 답변이 빠르고 친절했습니다. 숙소 컨디션도 전반적으로 무난했고, 무엇보다 위치가 가장 맘에 들었습니다. 대부분 관광명소를 걸어서, 혹은 대중교통으로 가능했고 또 동네 분위기도 안전하고 맘에 들었습니다. 추천합니다!",1,estonian,"Airbnb first that worried many was fortunately a good host to meet smoothly can. Overall, the hosts have not—too undemanding to do if the answer is quick and friendly. Visit also great, location is the most just. Most attractions on foot, or by public transport was possible and also Neighbourhood Safety and access. Recommended!"
Solid spot!!!,1,estonian,Solid spot!!!
elise,1,estonian,elise
"olimpia的公寓位置非常棒,从窗口就能分别看到卢浮宫和圣心大教堂,虽身处闹市,却在夜晚非常安静｡当然也非常安全,他们有很严密的安全系统｡有个很可爱的电梯,立下了汗马功劳｡房间不是很大,但布局很合理,气氛温馨,干净整洁,非常适合两个人旅行居住｡
我们去的时候olimpia并不在,她的朋友patrik非常友好的接待了我们,让我们初到法国感到了法国人的热情友好,留下了非常好的印象｡她的公寓位置方便,所以只要你想就可以随时出去转转｡
我非常推荐去玩的朋友们住在这里,方便而且舒适~",1,estonian,"olimpia apartment location very good,from the window you can see the Louvre and the Sacré-Coeur Basilica,although the best downtown,but at night very quiet area. Of course, also very safe,they have a tight security system as well. There is a very cute lift,made distinctions won in battle areas. The room is not very big,but the layout is very reasonable,the atmosphere warm,clean and tidy,very suitable for two people traveling living room. 
When we went to olimpia is not in,her friend patrik is very friendly received us,let us early to the French feel of the Frenchman's warm and friendly,left a very good impression of the area. Her apartment location is convenient,so as long as you want to you can always go around House. 
I very recommend to play with friends who live here,convenient and comfortable~"
"非常棒的体验!公寓的位置非常好,去附近的巴黎圣母院 卢浮宫 艺术桥 塞纳河 都很方便,出门就是餐馆,附近也有很多地铁站｡公寓内的电器也是一应俱全,去巴黎强烈推荐住Jean的公寓!还给我们写了非常详细的tips,很感谢!",1,estonian,"Very great experience! The apartment location is very good,to go near the Notre Dame, The Louvre, Pont des Arts River Seine are easily accessible,go out is the restaurants nearby,there are also many metro areas. The apartment appliances are also readily available,to go to Paris is highly recommended with a stay at Jean's apartment! Back to write us a very detailed tips,many thanks!"
"房東非常熱心地介紹了周遭的環境,
房子本身的設施也十分舒適,
位於巴黎治好非常好的區域,
離地鐵站很近,
佈置得很溫馨,
小朋友也很開心,
希望下次有機會能再度造訪,
感謝Annabelle 的招待｡",1,estonian,"The landlord is very enthusiastic to introduce the surrounding environment, 
The house itself of the facilities are also very comfortable, 
Located in Paris cure very good area, 
From the metro station is very near, 
Arrangements very warm, 
The children are also very happy, 
Hope the next opportunity to re-visit, 
Thanks Annabelle for the hospitality room."
"非常棒的住宿,晚上也很安静｡尤其是amina的猫,非常可爱,一直缠着我们玩~",1,estonian,"Great accommodation,the evening is also very quiet and great views. Especially amina cat,very cute,has been pestering us to play~"
마레 지구 근처에 위치한 좋은 집입니다. 일단 위치가 마레 근처라 안전하고요 근처에 식당이랑 상점이 많아서 좋아요! 집이 1층에 위치해 있어서 짐이 많아도 움직이기 편리합니다. 호스트 분도 메세지로 바로 소통해주셔서 너무 좋았습니다. 집은 깨끗하고 넓은 편인데다가 부엌에는 필요한 것들이 전부 있었어요. 세탁기도 있어서 빨래도 할 ㅛㅜ 요었습니다.,1,estonian,"The heart is located near the Great House. The Mare near the safe. near restaurant shopping center a lot! The house is located on the 1st floor in the load also moves. The host even messages directly to the communication to your good. The house is spacious, clean and comfortable...... in the kitchen the necessary things there. Also have a washing machine in the Laundry to ㅛㅜ needs."
Thanks Yas!,1,estonian,Thanks Yas!
"Augustin很親切,也將房子整理的非常乾淨,是一個舒適的房間｡
房間位於一棟寧靜的公寓內,不會吵雜,適合一樣喜歡安靜的人居住｡
臨近地鐵､超市､餐廳交通十分便利｡若要搭計程車至北站10歐以內便能解決｡
如果你也想來巴黎居住,這間公寓是一個很棒的選擇!",1,estonian,"Augustin is no better,will also house finishing very clean,a comfortable rooms. 
The room is located in a quiet apartment,not noisy,suitable for like quiet living room. 
Near Metro, and supermarket, and restaurant traffic is very convenient location. If you want to take a taxi to North Railway Station 10 Euro or less will be able to solve the room. 
If you also want to come to Paris to live,this apartment is a great choice!"
"交通方便,治安就算晚歸我也認為還安全,房間雖小但五臟俱全,而且超級乾淨,Julain很熱心很好聊天也十分願意幫助我們解答問題,非常推薦!",1,estonian,"The traffic is convenient,the security even if late I also think that is also safe,the rooms are small but perfectly formed and super clean,Julain very enthusiastic good chat is also very willing to help us answer the question,very recommended!"
Great value!,5,estonian,Great value!
"로마에서 파리로 이동하는 이지젯 예약이 문제가 생겨 예정되었던 시간보다 엄청 늦게 도착했습니다. 새벽 한시가 다 되어 도착했음에도 Tarek은 친절하였고 세심하게 대해 주었습니다.
플랫은 사진과 똑같고 정말 깨끗합니다.
세탁기, 냉장고는 물론 다리미까지 있어 캐리어에서 구겨진 자켓을 다려 입울 수 있었습니다.",1,estonian,"In Rome, moved to Paris Easyjet booking problem had been going than the time huge arrived late. Dawn for another game that has arrived on Tarek is friendly and attentive to us.
Flat photos and equally and really clean.
Washing machine, fridge and of course the image until the carrier in the crumpled jacket to wear."
"这一间房子我和我朋友都挺满意的,虽然有点小,但是一切生活上该需要的东西都具备了｡房东Kim非常体贴,写了一些很有用的指南!希望下次到巴黎住还能住这一间房子!这个房子我们最满意的地方是它的地理位置,交通非常非常方便,走十几分钟就到老佛爷巴黎春天,离地铁站也很近,最重要的是附近太多好吃的日本菜和其它亚洲菜了｡推荐!",1,estonian,"This is a House me and my friends are quite satisfied,although a bit small,but all life on the necessary things are with the House. Landlord Kim is very thoughtful,wrote some of the very useful guide! Hope next time to Paris to live but also to live in this house! This house we are most satisfied with the place is its location,traffic is very convenient,walking ten minutes to the Galeries Lafayette, Paris Spring,away from the metro station is also very near,the most important are near too many delicious Japanese dishes and other Asian dishes as well. Recommended!"
숙소의 위치가 아주 좋았습니다. 우선 역과 가까웠으며 주택가라 조용하고 치안이 좋았습니다. 다른 나라로 이동시 리옹역으로 버스가 한번에 가서 이동이 편했어요! 또한 근처에 마트가 하나 있어서 뭘 사기도 좋았어요. 다만 1층이라 조금 습해서 냄새가 난다는 문제점이 있었습니다. 그렇지만 그걸 다 커버할만큼 호스트가 친절했고 위치나 준비해준 물건들이 좋았습니다.,1,estonian,"Location of the hostel is very good. First station was close and the homes are quiet and security was good. Other countries go to Lyon area as a bus in one go and easy to navigate. Also near Mart one what a good. Just 1 layer a little wet from the smell that there were problems. But it the cover, but the host was friendly and the location or prepare to stuff them good."
Good value!,3,estonian,Good value!
"위치는 에펠탑에서 걸어서 5분거리, 개선문에서 15분 정도의 거리라서 매우 마음에 들었습니다. 
  저희가 체크인하는 과정에서 문제가 생겨 난감했었는데 호스트가 신속하게 대처를 해주어 좋았습니다.
  그리고 세탁기, 다리미, 드라이기 등 편의용품이 잘 구비되어있는편이라 좋았습니다.
  아쉬운 점은 더블베드의 침구에서 좋지않은 냄새가 났고, 4명정도의 인원을 수용하기에는 공간이 비좁은 편이었습니다. 
  그렇지만 가격대비 훌륭한 숙소라고 생각합니다!",1,estonian,"The location of the Eiffel Tower in 5 minutes walk distance, improvement in 15 minutes in a very. 
Our check-in process in the problem was developed the host to respond quickly to very good.
And washing machine, iron, dryer, etc amenities provided are also good.
It is a double bed bedding from the poor smell, to 4 also to accommodate the space cramped. 
But great hostel!"
Tks seb,1,estonian,Tks seb
"방문이 열리는 순간 방이 너무 작아서 깜짝 놀랐지만!
머무르는 내내 너무 편리한 교통과 쉽게 걸어서 오갈 수 있는 퐁피두, 시테섬, 생루이섬, 노트르담 등 너무 좋았어요~
마레지구가 게이지구여서 특별한 모습도 많이 볼 수 있었고~조금 시끄럽긴 했지만 흥이 많으신 분들이라면 강추~
다음에 여행을 간다면 다시 방문하고 싶네요~
참,,샤워부스에 구비된 포티샤 샴푸 너무 센스 넘쳤어요~ㅎㅎ",1,estonian,"Visit the open the moment the room is too small I was surprised but!
Stay throughout the too convenient transportation and easy to walk in, a Pompidou, Cité island, Saint-Louis Island, Notre Dame, etc was good too~
Mare district, gay district, by special appearance, many could see~a little noisy, but the interesting this is if~
Next time when you travel to the room.~
See,,shower provided in the port city of Warsaw shampoo too Sense had~ㅎㅎ"
"地理位置非常好,就在卢浮宫的边上(走路10min),离地铁站也很近,交通十分方便｡楼下有很多亚洲餐厅,都很不错｡
房东人很好,很有耐心｡
房间像画一样美,和图片完全一致｡
总体很满意｡",1,estonian,"Very good location,right in the Louvre on the edge(walking 10min),away from Metro station also is near,traffic is very convenient location. Downstairs there are many Asian restaurants,are very good as well. 
The landlord people are very nice,very patient and great views. 
Room was like a painting as beautiful,and the picture is completely consistent as well. 
Overall very satisfied with the apartment."
"Tolle Gegend, alles top!",1,estonian,"Great area, everything top!"
"我很开心那三天住在Segolene的家,她是一个优雅的法国女性,很亲切很友好,每天早上吃完Segolene准备的丰富早餐才出门,在外面累了一天回来真的有一种回家的感觉｡如果你也要去巴黎旅行,强烈建议你住在Segolene的家!",1,estonian,"I am very happy that three days with a stay at Segolene home,she is an elegant French woman,very kind and very friendly,every morning after eating Segolene prepare a rich Breakfast before they go out,on the outside tired one day come back to really have a home feeling. If you also want to go to Paris travel,it is strongly recommended you live in Segolene home!"
"segolene家非常漂亮温馨,跟图片上一样,早餐也很美味,比酒店十欧左右的还好吃｡另外,地理位置很方便,离地铁站就几分钟路程｡可惜我们英语都不太好,不然相信可以跟segolene有更多交流",1,estonian,"segolene home very nice welcoming,with pictures on the same,the Breakfast is also very delicious,than a hotel ten Europe about the right to eat well. In addition,the location is very convenient,from the subway station just a few minutes walk from the apartment. Unfortunately our English is not very good,or I believe you can with segolene has more AC"
suggested!,1,estonian,suggested!
깔끔하고 좋았어요. 근데 방이 아니라 거실이에요. 그래서 문은 따로 없고 뚫려있어요. 크게 신경쓰지 않은 부분이지만 화장실도 문을 잠글수 없었어요. 교통편이 아주 좋아요. 주변에 술집이나 가게들이 많이 있어요. 그 대신 밤에 조금 시끄러워요. 호스트는 게스트에게 간섭을 하지 않는 편이기 때문에 혼자 조용히 여행하시는 분들에게는 좋아요. 게인 저그로는 별! 로여써요ㅜ,1,estonian,"Tidy and was great. Of the room and not the living room. So the door the pocked. Significantly don't care part, but the bathroom lock the door. Transportation is very good. Around the pub or shop. Instead, at night a bit noisy. Hosts interference to do this because the people are great. Game Zerg with the stars! To by by."
Just good.,1,estonian,Just good.
Formidable,3,estonian,Formidable
See last post.,1,estonian,See last post.
"Manu是一位熱心的房東,雖然他不會和房客碰面,但是他提供了易懂的房源資訊,碰到問題會盡快回覆並關心房客｡
搬運行李時沒有電梯是個小問題,但周圍的交通非常便利且治安不錯,附近很多超市｡
整體而言是很舒適的房源｡下次去巴黎會想再入住｡",1,estonian,"Manu is an enthusiastic landlord,although he does not and the tenant to meet,but he provides easy to understand listings information,encounter problems will reply as soon as possible and take care of the Tenant House.
Luggage no lift was a small problem,but the surrounding traffic is very convenient and the security is good,near many supermarkets and great views.
Overall is a very comfortable room and great views. Next trip to Paris will want to re-live home."
